rank,game_title,platform,year,genre,publisher,developer,north_america,europe,japan,rest_of_world,global,review,critic_score,user_score,url
143,Tomb Raider II,PS,1997,Adventure,Eidos Interactive,Core Design Ltd.,2.3,2.46,0.2,0.28,5.24,82.71,7.6,,http://www.vgchartz.com/game/2473/tomb-raider-ii/?region=All
144,Madden NFL 2004,PS2,,Sports,Electronic Arts,EA Tiburon,4.26,0.26,0.01,0.71,5.23,87,9.5,,http://www.vgchartz.com/game/5306/madden-nfl-2004/?region=All
145,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,Level 5 / Armor Project,0.65,0.75,3.61,0.2,5.21,91,8.6,,http://www.vgchartz.com/game/570/dragon-quest-viii-journey-of-the-cursed-king/?region=All
146,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo,Nintendo EAD,2.93,1.25,0.83,0.2,5.2,90,9.2,,http://www.vgchartz.com/game/4431/super-mario-advance-4-super-mario-bros-3/?region=All
147,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,Nintendo R&D1,2.49,0.98,1.57,0.15,5.19,85,7.9,,http://www.vgchartz.com/game/4438/super-mario-land-3-wario-land/?region=All
148,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,Media Molecule,2.6,1.61,0.17,0.78,5.15,91,9.4,9.2,http://www.vgchartz.com/game/12390/littlebigplanet/?region=All
149,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,Rare Ltd.,2.1,0.74,2.2,0.11,5.15,90,9.3,,http://www.vgchartz.com/game/3109/donkey-kong-country-2-diddys-kong-quest/?region=All
150,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,EA Los Angeles,1.98,2.23,0.13,0.8,5.13,73,5.9,,http://www.vgchartz.com/game/5340/medal-of-honor-rising-sun/?region=All
151,Kirby's Dream Land,GB,1992,Platform,Nintendo,HAL Laboratory,2.71,0.61,1.7,0.11,5.13,81,,,http://www.vgchartz.com/game/3608/kirbys-dream-land/?region=All
152,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,Microsoft,3.22,1.69,0,0.2,5.12,73,7,,http://www.vgchartz.com/game/6345/microsoft-flight-simulator/?region=All
153,Guitar Hero II,PS2,2006,Misc,RedOctane,Harmonix Music Systems,3.81,0.63,0,0.68,5.12,90,9.2,,http://www.vgchartz.com/game/6080/guitar-hero-ii/?region=All
154,Assassin's Creed II,X360,2009,Action,Ubisoft,Ubisoft Montreal,2.87,1.6,0.08,0.52,5.08,90.01,9,,http://www.vgchartz.com/game/29053/assassins-creed-ii/?region=All
155,Super Mario Bros. Deluxe,GB,1999,Platform,Nintendo,Nintendo EAD,3.4,1.3,0.15,0.22,5.07,93,9.7,,http://www.vgchartz.com/game/4434/super-mario-bros-deluxe/?region=All
156,Professor Layton and the Curious Village,DS,2007,Adventure,Nintendo,Level 5,1.18,2.34,1.03,0.51,5.06,89,8.7,,http://www.vgchartz.com/game/12995/professor-layton-and-the-curious-village/?region=All
157,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,Traveller's Tales,3.25,1.33,0,0.48,5.06,83,8,,http://www.vgchartz.com/game/12477/lego-star-wars-the-complete-saga/?region=All
158,Resident Evil,PS,1996,Action,Virgin Interactive,Capcom,2.05,1.16,1.11,0.73,5.05,88,8.6,,http://www.vgchartz.com/game/4156/resident-evil/?region=All
159,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,Neversoft Entertainment,3.42,1.38,0.02,0.2,5.02,89,9.6,,http://www.vgchartz.com/game/5930/tony-hawks-pro-skater/?region=All
160,Mario & Sonic at the Olympic Games,DS,2008,Sports,Nintendo,Sega,1.61,2.39,0.44,0.57,5.01,73,7,,http://www.vgchartz.com/game/7708/mario-amp-sonic-at-the-olympic-games/?region=All
161,Warzone 2100,PS,1999,Strategy,Eidos Interactive,Pumpkin Studios,2.79,1.89,0,0.33,5.01,73.37,,,http://www.vgchartz.com/game/16145/warzone-2100/?region=All
162,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,Insomniac Games,3.36,1.36,0.07,0.21,5,86,8.7,,http://www.vgchartz.com/game/6436/spyro-the-dragon/?region=All
163,Call of Duty: World at War,PS3,2008,Shooter,Activision,Treyarch,2.51,1.71,0,0.77,4.99,85.04,8.5,7.8,http://www.vgchartz.com/game/23992/call-of-duty-world-at-war/?region=All
164,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,BudCat Creations,3.49,1.05,0.01,0.43,4.98,86,8.2,,http://www.vgchartz.com/game/7340/guitar-hero-iii-legends-of-rock/?region=All
165,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,Nintendo EAD,3.03,1.18,0.29,0.47,4.97,76,6.9,,http://www.vgchartz.com/game/13012/links-crossbow-training/?region=All
166,The Legend of Zelda: Phantom Hourglass,DS,2007,Adventure,Nintendo,Nintendo EAD,1.79,1.74,0.95,0.47,4.95,90,9.1,,http://www.vgchartz.com/game/6790/the-legend-of-zelda-phantom-hourglass/?region=All
167,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,Square Enix,1.57,1.05,1.87,0.45,4.94,84.15,8,9.2,http://www.vgchartz.com/game/7727/final-fantasy-xiii/?region=All
168,Madden NFL 06,PS2,2005,Sports,Electronic Arts,EA Tiburon,3.98,0.26,0.01,0.66,4.91,85.15,9.1,,http://www.vgchartz.com/game/5288/madden-nfl-06/?region=All
169,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,EA Canada,0.57,3.22,0.06,1.06,4.91,86,8.7,,http://www.vgchartz.com/game/43328/fifa-soccer-11/?region=All
170,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,Lionhead Studios,3.42,0.99,0.05,0.44,4.91,80.23,7.8,,http://www.vgchartz.com/game/37876/fable-iii/?region=All
171,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2007,Role-Playing,Nintendo,ChunSoft  ,1.81,1.16,1.54,0.37,4.89,84,#N/A,,
172,Diddy Kong Racing,N64,1997,Racing,Nintendo,Rare Ltd.,2.91,0.99,0.89,0.1,4.88,81,8.3,,http://www.vgchartz.com/game/517/diddy-kong-racing/?region=All
173,Dr. Mario,NES,1990,Puzzle,Nintendo,Nintendo R&D1,2.62,0.6,1.52,0.1,4.85,82,,,http://www.vgchartz.com/game/3127/dr-mario/?region=All
174,Resident Evil 5,PS3,2009,Action,Capcom,Capcom,1.84,1.32,1.08,0.61,4.84,87.11,8.6,8.8,http://www.vgchartz.com/game/7675/resident-evil-5/?region=All
175,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,Naughty Dog,2.57,1.57,0.44,0.21,4.79,91.78,9.2,,http://www.vgchartz.com/game/413/crash-team-racing/?region=All
176,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,Rockstar Leeds,1.66,1.82,0.16,1.12,4.76,87.54,8.4,,http://www.vgchartz.com/game/897/grand-theft-auto-vice-city-stories/?region=All
177,Driver 2,PS,2000,Action,Atari,Reflections Interactive,2.36,2.1,0.02,0.25,4.73,69.2,7,,http://www.vgchartz.com/game/591/driver-2/?region=All
178,Assassin's Creed III,PS3,2012,Action,Ubisoft,Ubisoft Montreal,2.15,1.69,0.13,0.74,4.71,85.56,8.8,,http://www.vgchartz.com/game/70617/assassins-creed-iii/?region=All
179,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,Radical Entertainment,1.73,2.19,0,0.79,4.7,77.87,7.7,,http://www.vgchartz.com/game/6419/the-simpsons-hit-amp-run/?region=All
180,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,Neversoft Entertainment,3.05,1.41,0.02,0.2,4.68,92,9.3,,http://www.vgchartz.com/game/5931/tony-hawks-pro-skater-2/?region=All
181,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,Stormfront Studios,1.94,1.95,0.08,0.7,4.67,83.24,8.3,,http://www.vgchartz.com/game/6318/the-lord-of-the-rings-the-two-towers/?region=All
182,Tomb Raider,PS,1996,Action,Eidos Interactive,Core Design Ltd.,2.29,1.97,0.13,0.24,4.63,90.02,8.9,,http://www.vgchartz.com/game/2472/tomb-raider/?region=All
183,The Legend of Zelda: A Link to the Past,SNES,1991,Adventure,Nintendo,Nintendo EAD,2.42,0.91,1.15,0.13,4.61,94,10,,http://www.vgchartz.com/game/4566/the-legend-of-zelda-a-link-to-the-past/?region=All
184,The Legend of Zelda: The Wind Waker,GC,2002,Adventure,Nintendo,Nintendo EAD,2.6,0.99,0.89,0.13,4.6,94.43,9.6,,http://www.vgchartz.com/game/2400/the-legend-of-zelda-the-wind-waker/?region=All
185,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,Naughty Dog,2.13,1.58,0.12,0.72,4.55,89,8.7,8.6,http://www.vgchartz.com/game/12778/uncharted-drakes-fortune/?region=All
186,God of War III,PS3,2010,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,2.66,1.17,0.12,0.58,4.53,92.63,9.2,9.4,http://www.vgchartz.com/game/12533/god-of-war-iii/?region=All
187,Assassin's Creed,PS3,2007,Adventure,Ubisoft,Ubisoft Montreal,1.8,1.87,0.09,0.78,4.53,79.3,8.2,8,http://www.vgchartz.com/game/12728/assassins-creed/?region=All
188,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,EA Tiburon,4.18,0.26,0.01,0.08,4.53,89,9.5,,http://www.vgchartz.com/game/5309/madden-nfl-2005/?region=All
189,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,BudCat Creations,3,1.09,0,0.43,4.53,88,8.2,,http://www.vgchartz.com/game/7340/guitar-hero-iii-legends-of-rock/?region=All
190,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,1.76,1.81,0.2,0.75,4.51,90,9.3,,http://www.vgchartz.com/game/49112/the-elder-scrolls-v-skyrim/?region=All
191,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,Ubisoft Montreal,2.56,1.46,0.03,0.45,4.49,90.55,9.1,,http://www.vgchartz.com/game/45054/assassins-creed-brotherhood/?region=All
192,Madden NFL 07,PS2,2006,Sports,Electronic Arts,EA Tiburon,3.63,0.24,0.01,0.61,4.49,84.48,8.5,,http://www.vgchartz.com/game/5293/madden-nfl-07/?region=All
193,Spider-Man: The Movie,PS2,2002,Action,Activision,Treyarch,2.71,1.51,0.03,0.23,4.48,75.63,8.2,,http://www.vgchartz.com/game/5728/spider-man-the-movie/?region=All
194,FIFA Soccer 13,X360,2012,Action,Electronic Arts,EA Canada,0.91,3,0.01,0.56,4.48,81,,,http://www.vgchartz.com/game/70892/fifa-soccer-13/?region=All
195,Dragon Warrior VII,PS,2000,Role-Playing,Enix Corporation,#N/A,0.2,0.14,4.1,0.02,4.47,80.54,#N/A,,
196,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,Traveller's Tales,2.7,1.31,0,0.44,4.45,82,8,,http://www.vgchartz.com/game/12477/lego-star-wars-the-complete-saga/?region=All
197,God of War,PS2,2005,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,2.71,1.29,0.02,0.43,4.45,93.69,9.3,,http://www.vgchartz.com/game/869/god-of-war/?region=All
198,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,Nintendo EAD,1.77,1.01,1.32,0.35,4.44,73.54,7.1,8.8,http://www.vgchartz.com/game/24660/animal-crossing-city-folk/?region=All
199,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,Neversoft Entertainment,2.66,1.29,0.01,0.46,4.41,84,9.1,,http://www.vgchartz.com/game/6511/tony-hawks-pro-skater-3/?region=All
200,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,0.1,2.39,1.05,0.86,4.39,86.31,8.8,,http://www.vgchartz.com/game/13659/winning-eleven-pro-evolution-soccer-2007/?region=All
201,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,BudCat Creations,3.09,0.88,0.01,0.41,4.39,86,8.2,,http://www.vgchartz.com/game/7340/guitar-hero-iii-legends-of-rock/?region=All
202,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,Nintendo EAD,2.19,0.5,1.61,0.08,4.38,79,,,http://www.vgchartz.com/game/6926/zelda-ii-the-adventure-of-link/?region=All
203,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Nintendo,Sega,1.83,1.84,0.22,0.47,4.37,78,6.8,,http://www.vgchartz.com/game/31661/mario-amp-sonic-at-the-olympic-winter-games/?region=All
204,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,EA Canada,2.03,1.79,0.08,0.47,4.37,89,8.6,,http://www.vgchartz.com/game/3909/need-for-speed-most-wanted/?region=All
205,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,Ubisoft Montreal,1.66,1.84,0.11,0.75,4.36,76.2,9.1,,http://www.vgchartz.com/game/45054/assassins-creed-brotherhood/?region=All
206,Sonic the Hedgehog,GEN,1991,Platform,Sega,Sonic Team,3.03,0.91,0.26,0.13,4.34,87,,,http://www.vgchartz.com/game/6427/sonic-the-hedgehog/?region=All
207,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,Ubisoft Montpellier,2.54,1.27,0.01,0.42,4.24,70,5.6,,http://www.vgchartz.com/game/45662/michael-jackson-the-experience/?region=All
208,Namco Museum,GBA,2001,Misc,Namco Bandai Games,Mass Media,3,1.11,0.05,0.07,4.24,72.08,,,http://www.vgchartz.com/game/6361/namco-museum/?region=All
209,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,KCEJ / Kojima Productions,1.46,1.53,0.83,0.41,4.23,91.77,9,,http://www.vgchartz.com/game/1328/metal-gear-solid-3-snake-eater/?region=All
210,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,2.01,1.45,0.09,0.65,4.21,90.43,9.6,,http://www.vgchartz.com/game/41799/batman-arkham-city/?region=All
211,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,Blizzard Entertainment,1.7,2.27,0,0.23,4.21,94.75,9.3,,http://www.vgchartz.com/game/6519/warcraft-ii-tides-of-darkness/?region=All
212,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,EA Canada,0.78,2.55,0.04,0.84,4.21,78.73,8.4,,http://www.vgchartz.com/game/7095/fifa-soccer-06/?region=All
213,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,SCEE London Studio,0.88,2.3,0.2,0.83,4.2,77,7.5,,http://www.vgchartz.com/game/6251/eyetoy-play/?region=All
214,Assassin's Creed III,X360,2012,Action,Ubisoft,Ubisoft Montreal,2.48,1.27,0.02,0.41,4.18,84.81,8.8,,http://www.vgchartz.com/game/70617/assassins-creed-iii/?region=All
215,Excitebike,NES,1984,Racing,Nintendo,Nintendo R&D1,2.04,0.48,1.57,0.07,4.16,81,,,http://www.vgchartz.com/game/6250/excitebike/?region=All
216,Frogger,PS,1997,Action,Hasbro Interactive,Millenium Interactive,3.79,0.27,0,0.11,4.16,72,,,http://www.vgchartz.com/game/808/frogger/?region=All
217,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,EA Tiburon,3.36,0.21,0.01,0.56,4.14,87,9.4,,http://www.vgchartz.com/game/5304/madden-nfl-2003/?region=All
218,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,Insomniac Games,1.6,1.67,0.14,0.72,4.13,86,8.5,9.1,http://www.vgchartz.com/game/1893/resistance-fall-of-man/?region=All
219,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,Nintendo EAD,1.65,0.61,1.76,0.09,4.12,91,9,,http://www.vgchartz.com/game/4770/super-mario-world-2-yoshis-island/?region=All
220,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,Polyphony Digital,1.25,1.79,0.57,0.51,4.12,79.82,8.3,,http://www.vgchartz.com/game/6972/gran-turismo-5-prologue/?region=All
221,Half-Life,PC,1997,Shooter,Vivendi Games,Valve Software,4.03,0,0.09,0,4.12,94.02,9.5,,http://www.vgchartz.com/game/7278/half-life/?region=All
222,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,Lionhead Studios,2.44,1.16,0.11,0.4,4.11,88.5,9,9.3,http://www.vgchartz.com/game/7636/fable-ii/?region=All
223,FIFA 07 Soccer,PS2,2006,Sports,Electronic Arts,Team Fusion,0.71,2.48,0.03,0.89,4.11,81.4,8.4,,http://www.vgchartz.com/game/7097/fifa-07-soccer/?region=All
224,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,Capcom,1.42,0.51,2.1,0.07,4.1,86,9,,http://www.vgchartz.com/game/4388/street-fighter-ii-turbo/?region=All
225,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,Square Enix,2.2,0.58,1.12,0.17,4.07,93,8.3,,http://www.vgchartz.com/game/1130/kingdom-hearts-ii/?region=All
226,Daxter,PSP,2006,Platform,Sony Computer Entertainment,Ready at Dawn,2.36,0.98,0,0.72,4.07,86.45,8.6,,http://www.vgchartz.com/game/474/daxter/?region=All
227,God of War II,PS2,2007,Action,Capcom,SCEA Santa Monica Studio,2.32,1.3,0.04,0.41,4.07,92.79,9.3,9.8,http://www.vgchartz.com/game/6078/god-of-war-ii/?region=All
228,FIFA Soccer 12,X360,2011,Sports,Electronic Arts,EA Canada,0.79,2.74,0.02,0.51,4.06,84,9.2,,http://www.vgchartz.com/game/50884/fifa-soccer-12/?region=All
229,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,0.12,2.26,0.9,0.77,4.06,88.49,8.9,,http://www.vgchartz.com/game/13657/world-soccer-winning-eleven-9/?region=All
230,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,Namco,2.28,1.55,0.16,0.06,4.05,70,,,http://www.vgchartz.com/game/3878/namco-museum-vol3/?region=All
231,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,Namco,1.68,1.51,0.51,0.35,4.05,85.75,8.7,,http://www.vgchartz.com/game/4525/tekken-tag-tournament/?region=All
232,Star Fox 64,N64,1997,Shooter,Nintendo,Nintendo EAD,2.78,0.58,0.64,0.04,4.03,89,9,,http://www.vgchartz.com/game/2219/star-fox-64/?region=All
233,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,Bethesda Game Studios,2.69,0.86,0.09,0.37,4.02,92.85,9,8.6,http://www.vgchartz.com/game/6992/fallout-3/?region=All
234,Golf,NES,1984,Sports,Nintendo,Nintendo,1.22,0.28,2.46,0.04,4.01,71,,,http://www.vgchartz.com/game/6281/golf/?region=All
235,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,Turn 10 Studios,2.31,1.25,0.03,0.4,3.99,88,9.1,,http://www.vgchartz.com/game/6076/forza-motorsport-2/?region=All
236,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,Blizzard Entertainment,2.57,1.42,0,0,3.99,91.01,9.2,,http://www.vgchartz.com/game/7591/world-of-warcraft-the-burning-crusade/?region=All
237,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,Blizzard Entertainment,2.41,1.58,0,0,3.99,85,9.3,9.3,http://www.vgchartz.com/game/13834/world-of-warcraft-wrath-of-the-lich-king/?region=All
238,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,Digital Eclipse,2.08,1.35,0,0.54,3.98,68,,,http://www.vgchartz.com/game/5413/namco-museum-50th-anniversary/?region=All
239,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,Bethesda Softworks,2.49,0.96,0.13,0.37,3.95,94,9.2,,http://www.vgchartz.com/game/636/the-elder-scrolls-iv-oblivion/?region=All
240,Professor Layton and the Diabolical Box,DS,2007,Adventure,Nintendo,Level 5,0.8,1.83,0.92,0.38,3.94,88,8.5,,http://www.vgchartz.com/game/13008/professor-layton-and-the-diabolical-box/?region=All
241,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,Turn 10 Studio,1.76,1.68,0.05,0.42,3.92,90.66,9.1,,http://www.vgchartz.com/game/45656/forza-motorsport-4/?region=All
242,Carnival Games,Wii,2007,Misc,Take-Two Interactive,Cat Daddy Games,2.03,1.42,0.05,0.41,3.92,59.23,4.2,,http://www.vgchartz.com/game/7221/carnival-games/?region=All
243,Donkey Kong Land,GB,1994,Platform,Nintendo,Rare Ltd.,1.97,0.76,1.07,0.11,3.91,76,,,http://www.vgchartz.com/game/3114/donkey-kong-land/?region=All
244,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,Ubisoft Montreal,2.06,1.41,0.03,0.4,3.91,79.21,8.8,,http://www.vgchartz.com/game/51022/assassins-creed-revelations/?region=All
245,Tony Hawk's Underground,PS2,2003,Sports,Activision,Neversoft Entertainment,2.29,1.17,0.01,0.42,3.9,88,8.7,,http://www.vgchartz.com/game/6513/tony-hawks-underground/?region=All
246,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,Blizzard Entertainment,2.19,1.21,0,0.48,3.89,91,9.3,,http://www.vgchartz.com/game/13820/starcraft-ii-wings-of-liberty/?region=All
247,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,Namco,0.93,1.94,0.31,0.7,3.87,89.32,9,,http://www.vgchartz.com/game/2346/tekken-5/?region=All
248,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,#N/A,0.1,0,3.77,0,3.87,87,#N/A,,
249,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,0.16,1.89,1.12,0.68,3.85,90.83,9.3,,http://www.vgchartz.com/game/17047/world-soccer-winning-eleven-8-international/?region=All
250,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,Namco,2.12,1.44,0.22,0.06,3.84,75,,,http://www.vgchartz.com/game/3876/namco-museum-vol1/?region=All
251,EA Sports Active,Wii,2009,Sports,Electronic Arts,EA Vancouver,2.05,1.32,0.06,0.4,3.84,83.25,8.3,,http://www.vgchartz.com/game/28824/ea-sports-active/?region=All
252,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,Ubisoft Montreal,1.27,1.79,0.07,0.7,3.83,80.05,8.8,,http://www.vgchartz.com/game/51022/assassins-creed-revelations/?region=All
253,The Legend of Zelda: Link's Awakening,GB,1992,Adventure,Nintendo,Nintendo EAD,2.21,0.96,0.54,0.13,3.83,89,,,http://www.vgchartz.com/game/4568/the-legend-of-zelda-links-awakening/?region=All
254,RollerCoaster Tycoon,PC,,Strategy,Unknown,Atari,3.82,0.01,0,0,3.83,87,5.5,,http://www.vgchartz.com/game/1933/rollercoaster-tycoon/?region=All
255,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,Bandai Namco Games,0.85,1.54,1.05,0.35,3.79,61,6.1,,http://www.vgchartz.com/game/12879/flash-focus-vision-training-in-minutes-a-day/?region=All
256,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,Capcom,1.82,1.24,0.47,0.25,3.77,85,8.3,,http://www.vgchartz.com/game/4167/resident-evil-directors-cut/?region=All
257,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,Evolution Studios,1.5,1.55,0.06,0.65,3.77,82.74,8.2,,http://www.vgchartz.com/game/3850/motorstorm/?region=All
258,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,Maxis,2.03,1.56,0,0.17,3.76,80.26,7.3,,http://www.vgchartz.com/game/6489/the-sims-unleashed/?region=All
259,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,Argonaut Games,1.37,2,0.14,0.22,3.73,62,8,,http://www.vgchartz.com/game/6293/harry-potter-and-the-sorcerers-stone/?region=All
260,StarCraft,PC,1998,Strategy,Activision,Blizzard Entertainment,3.71,0.01,0,0,3.73,93,8.7,,http://www.vgchartz.com/game/7214/starcraft/?region=All
261,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,Nintendo EAD,1.03,1.87,0.41,0.42,3.72,70.26,7.1,,http://www.vgchartz.com/game/2906/big-brain-academy-wii-degree/?region=All
262,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,AlphaDream Corporation,2.17,0.47,0.81,0.27,3.72,90,9.1,,http://www.vgchartz.com/game/32125/mario-amp-luigi-bowsers-inside-story/?region=All
263,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,Capcom,1.3,0.77,1.54,0.11,3.72,88.21,9.4,,http://www.vgchartz.com/game/4161/resident-evil-3-nemesis/?region=All
264,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,Insomniac Games,1.93,1.58,0,0.19,3.71,88,9.1,,http://www.vgchartz.com/game/6439/spyro-year-of-the-dragon/?region=All
265,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,Rocksteady Studios,1.95,1.16,0.05,0.54,3.71,96.09,9,,http://www.vgchartz.com/game/31493/batman-arkham-asylum/?region=All
